@RELATION	text2arff

@ATTRIBUTE	tanimi_nedir	STRING
@ATTRIBUTE	kim_ne_yapar	STRING
@ATTRIBUTE	nasil_yapilir	STRING
@ATTRIBUTE	nicin_yapilir	STRING
@ATTRIBUTE	ne_olunca_yapilir	STRING
@ATTRIBUTE	yapinca_ne_olur	STRING
@ATTRIBUTE	fiziksel_zihinsel	STRING
@ATTRIBUTE	kim_ne_ile_yapilir	STRING
@ATTRIBUTE	ney_kime_yapilir	STRING
@ATTRIBUTE	ney_kimi_yapilir	STRING
@ATTRIBUTE	nerede_yapilir	STRING
@ATTRIBUTE	class	{acele_etmek,aciklamak,acilmak,acmak,affetmek,ag,agac,aglamak,akil_etmek,alay_etmek,alismak,almak,anlamak,anlatmak,anmak,araba_surmek,aramak,artmak,arzu_etmek,asik_olmak,asmak,atamak,ates_etmek,atlamak,atmak,ayaga_kalkmak,ayarlamak,ayirmak,ayrilmak,bagirmak,bagislamak,baglamak,bahsetmek,bakmak,balik_tutmak,banyo_yapmak,barismak,basarmak,baslamak,baslatmak,basmak,begenmek,beklemek,belgelemek,belirlemek,belirtmek,benzemek,bikmak,bildirmek,bilmek,binmek,bir_araya_gelmek,birakmak,bitirmek,bitmek,bolmek,borc_almak,borc_vermek,bozdurmak,bozmak,bulmak,bulunmak,bulusmak,buyumek,cagirmak,cagrida_bulunmak,calismak,calmak,can_almak,can_vermek,cani_sikilmak,canlandirmak,canlanmak,canta,carpismak,carpmak,catal,cati,cavdar,cay,cekmece,cekmek,cekyat,celik,cerceve,cereyan_etmek,cevap_vermek,cevaplandirmak,cevirmek,ceza_vermek,cezalandirmak,cicek,cikarmak,cikartma,cikmak,cikolata,cikrik,cimento,cini,civi,cizmek,cokelek,corap,cozmek,cuval,dagitmak,daire,dal,damga,dans_etmek,dantel,davam_etmek,davet_etmek,davranmak,degerlendirmek,degismek,degistirmek,demek,denemek,ders_calismak,desteklemek,deterjan,devam_etmek,dikkat_etmek,dile_getirmek,dilemek,dinlemek,dinlenmek,dogmak,dogrulamak,dokmek,dokunmak,dolasmak,donmek,dovmek,dua_etmek,durdurmak,durmak,dus_yapmak,dusmek,dusunmek,duvar,duymak,duzenlemek,eglenmek,ele_gecirmek,emekli_olmak,emretmek,endise_etmek,engel_olmak,engellemek,ertelemek,etkilemek,ev_tutmak,evlenme_teklif_etmek,evlenmek,ezberlemek,farketmek,farzetmek,feshetmek,fotokopi_cekmek,fren_yapmak,gec_kalmak,gecikmek,gecirmek,gecmek,gelismek,gelistirmek,gelmek,gerceklesmek,gerceklestirmek,gerekmek,geri_vermek,getirmek,gezmek,girmek,gitmek,giyinmek,giymek,gizlemek,gocmek,gondermek,gormek,gorunmek,gorusmek,gostermek,goturmek,goz_atmak,gozaltina_almak,gozden_gecirmek,gozukmek,grev_yapmak,gulmek,guzellesmek,haber_vermek,harcamak,hatirlamak,hatirlatmak,hazirlamak,hazirlanmak,heyecan_duymak,hissetmek,hosa_gitmek,hoslanmak,icmek,idare_etmek,iddia_etmek,ifade_vermek,ihrac_etmek,ihtiva_etmek,ikaz_etmek,ikna_etmek,ikram_etmek,ilan_etmek,ileri_surmek,ilerlemek,ilgilenmek,imkansiz,imtihan_etmek,imtihana_girmek,imzalamak,inanmak,incelemek,inmek,insaat_yapmak,iptal_etmek,isaret_etmek,isbirligi_yapmak,isgal_etmek,isinmak,isirmak,isitmak,isitmek,ismarlamak,israr_etmek,istemek,istifa_etmek,isyan_etmek,ithal_etmek,itiraz_etmek,itmek,izah_etmek,izin_almak,izin_vermek,izlemek,kabul_etmek,kacirmak,kacmak,kahvalti_etmek,kaldirmak,kalkmak,kalmak,kamp_yapmak,kanunlasmak,kapamak,kapanmak,kar_etmek,karar_vermek,karismak,karsi_cikmak,karsilamak,karsilastirmak,katilmak,kaybetmek,kaybolmak,kaydetmek,kaygilanmak,kayit_yaptirmak,kaynaklanmak,kaza_yapmak,kaza_yaptirmak,kazanmak,kesmek,kinamak,kirada_oturmak,kiralamak,kirmak,kizmak,koklamak,kokmak,kolaylamak,kolaylasmak,kontrol_etmek,konusmak,korkmak,korumak,kosmak,kovmak,koymak,kullanmak,kurmak,kurtarmak,kuskulanmak,kutlamak,kuvvetlenmek,lazim_olmak,mahvetmek,mecbur_olmak,memnun_kalmak,memnun_olmak,merak_etmek,mesgul_olmak,meshur_olmak,meydana_cikmak,meydana_gelmek,mezun_olmak,monte_etmek,mudafaa_etmek,mudahale_etmek,munakasa_etmek,muracaat_etmek,musaade_etmek,neden_olmak,nefret_etmek,nezle_olmak,nitelendirmek,noktalamak,not_almak,not_etmek,not_tutmak,odemek,ogrenmek,ogretmek,okumak,oldurmek,olmak,olmek,olusmak,olusturmak,onaylamak,one_surmek,onem_vermek,onermek,ongormek,onlemek,opmek,ortadan_kaldirmak,ortaya_cikarmak,ortaya_koymak,oturmak,oy_vermek,oynamak,ozetlemek,ozlemek,ozur_dilemek,paniklemek,para_kazanmak,pazarlik_etmek,pisirmek,pisman_olmak,pismek,planlamak,postalamak,rahat_almak,rahatsiz_etmek,rastlamak,razi_olmak,reddetmek,rejim_yapmak,restore_etmek,rica_etmek,riske_girmek,riski_girmek,saglamak,saklamak,saldirmak,sanmak,sapmak,saptamak,sarki_soylemek,sarmak,sart,sasirmak,sasmak,satin_almak,satmak,savasmak,savunmak,saymak,selamlamak,sevinmek,sevmek,seyahat_etmek,seyretmek,siginmak,sikayet_etmek,sikilmak,sinava_girmek,sinirlamak,sohbet_etmek,sokmak,son_vermek,sona_ermek,soylemek,soz_vermek,spor_yapmak,suphe_etmek,surdurmek,surmek,takip_etmek,takmak,tanismak,tanistirmak,tasimak,tavsiye_etmek,teklif_etmek,tekrar_etmek,telefon_etmek,temas_etmek,temas_kurmak,temin_etmek,temizlemek,temsil_etmek,tercih_etmek,tercume_etmek,terfi_etmek,terlemek,tesekkur_etmek,tesir_etmek,teslim_etmek,tesvik_etmek,titremek,toplamak,toplanmak,tutmak,tutuklamak,ucmak,ugramak,ugrasmak,ulasmak,umit_etmek,ummak,unutmak,uretmek,usumek,uyanmak,uyarmak,uygulamak,uymak,uyumak,uzanmak,uzerinde_durmak,uzulmek,var_olmak,varmak,vazgecmek,vermek,vurmak,yagmak,yakalamak,yaklasmak,yakmak,yalanlamak,yanit_vermek,yanitlamak,yanitsiz_birakmak,yanmak,yapmak,yaratmak,yasaklamak,yasaklanmak,yasamak,yaslanmak,yatirmak,yatmak,yaymak,yazmak,yedirmek,yemek_yemek,yenmek,yer_almak,yer_vermek,yerine_getirmek,yetismek,yetistirmek,yikamak,yikmak,yol_acmak,yolculuk_yapmak,yollamak,yonetmek,yorulmak,yukselmek,yurumek,yurutmek,yuzmek,zahmet_etmek,zannetmek,zarar_etmek,ziyan_etmek,ziyaret_etmek,zorlamak,zorluk_cekmek,zorunda_olmak}

@DATA
"bir seye uzulmek","insan  hayvan","yuz burusturularak","huzunlenmek","uzulmek","rahatlamak","fiziksel","","","","",aglamak
"uzuntuye tepki  sevince tepki","insan  hayvan","gozler ile","rahatlamak","uzulunce  sevinince","rahatlanir","fiziksel","insan  hayvan","","","her yer",aglamak
"duygularin cokusu","insan","gozden yas gelme","rahatlama","uzuldugunde","sakinlemek","zihinsel","goz yasi","","","her yer",aglamak
"duygulari goz yaslari ile disa vurmak","insan","gozunden damlalar dokerek","duygularini gostermek","sevinince uzulunce","rahatlamak","fiziksel","goz","duyguya sebep olan kisiye","duyguya sebep olan olaya","cenaze dugun",aglamak
"sevinc veya huzun durumlarinda gozden gozyasi gelmesi","insan","goz ile","duygu bosaltmak","uzulmek","rahatlamak","fiziksel","goz","uzunulen konu","","ev  okul",aglamak
"dusunmek","insan hayvan","dusunerek","","","","","beyinle","","","",akil_etmek
"dusunerek bulmak","insan","dusunerek","cozum bulmak","yapilan isi kolaylastirma","cozulme","zihinsel","beyin","olay  durum","olay  durum","gundelik yasam",akil_etmek
"bir seyi dusunmek","insan","dusunerek","problemi cozmek","","fikir bulmak","zihinsel","","","","",akil_etmek
"dusunmek","insan  ","dusunerek","","","","zihinsel","insan","insan  hayvan","","",akil_etmek
"aklina mantikli fikrin gelmesi","","dusunce","uretme","sorun","yeni fikir","zihinsel","akil","kisiye","fikir","beyin",akil_etmek
"bir konu hakkinda dusunmek","akilli insan","dusunerek","onlem almak","belirsizlik ile karsilasilinca","guvende hissetmek","zihinsel","akil","belirsiz insanlar","belirsiz olaylar","oda ev okul",akil_etmek
"dusunmek","felsefeci","dusunerek","","dusunmek","anlamak","zihinsel","beyin","konu","dusunce","ofis  okul",akil_etmek
"durumu ciddiye almamak","insan","sozlu  fiziksel","eglenmek","ciddiye almamak","dalga gecmek","fiziksel  zihinsel","soz  davranis","canli  nesne","olay  durum  insan","gundelik yasam",alay_etmek
"biriyle onu asagilarak konusmak","insan","konusarak","asagilamak","","aglamak","zihinsel","","ogrenci  akran","","okul",alay_etmek
"birinin kusurunu kucumsemek","insan  ","","","","","fiziksel  zihinsel","insan","insan  hayvvan","","",alay_etmek
"begenmedigini gulunc bulma","insan","konusarak","begenmemek","kucuk gormek","kirmak","fiziksel","dil","insana","","her ortamda",alay_etmek
"bir durumun veya sahisin yanlisini mizah kullanarak soylemek ","umursamaz insan","konusarak","eglenmek","bir yanlis veya hata gorulunce","eglenmek","zihinsel","akil kelime","hata yapan insanlar","hata","cafe sinif",alay_etmek
"komik veya siradisi bulunan durumla ilgili karsi tarafi taciz etmek","zorba","","","komik durum gormek","","zihinsel","","baska bir insan","insan","okul",alay_etmek
"durumu  olayi siradanlastirmak","insan  hayvan","zihinsel  fiziksel","kabullenmek","surekli yapilma","kabullenmek","zihinsel","davranis","nesne  canli  durum","nesne  canli  durum","gundelik yasam",alismak
"asinalik kazanmak","insan","tekrar ederek","intibak edebilmek","yeni bir seye baslamak","uyum saglanir","fiziksel","","","","",alismak
"baglanmak","insan  hayvan","","","","","fiziksel  zihinsel","insan  hayvan","","","",alismak
"yapilan seyi rutine baglamak","insan","tekrar ile","benimsemek","zorunda kalmak","uyum saglamak","zihinsel","","","eylem ortam","her yer",alismak
"bir olaya veya durumu standart hale getirmek","","bekleyerek sabrederek","huzur bulmak","bikinca","rahatlamak","zihinsel","","kotu insanlara","","",alismak
"bir durumun icinde uzun sure bulunulmasi sonrasinda o durumun normal haline gelmesi","insan","zamanla","","alisilacak durum","","zihinsel","","durum","","",alismak
"sahip olmak icin yapilan eylem","insan  hayvan","kavrayarak","sahip olmak","isteyince","sahiplenilir","fiziksel","el","esya","esya","gundelik yasam",almak
"bir seyi bulundugu yerden kaldirmak","canli","","kaldirmak","","","fiziksel","el  alet","","","",almak
"Bir seyi oldugu yerden hareket ettirmek","insan  hayvan","","","","","fiziksel","insan  hayvan","","","",almak
"nesneyi el ile tutmak","satici  musteri","tutmak","sahip olma","verildiginde","elde etmek","fiziksel","el ","veren kisiden","nesne","",almak
"bir objeye sahip olmak","insan","tutmak","eksikligi gidermek","objenin eksikligi anlasildiginda","sahip olmak","fiziksel","el","insan","obje","avm",almak
"daha once sahip olunmayan bir seye sahip olmak","insan","uzuvlarla","sahip olmak","bulmak","mutlu olmak","fiziksel","nesne","nesne","nesne","market  Pazar  magaza",almak
"olayi aciklaga kavusturmak","insan","dusunerek","kavramak","ogretilince","ogrenmek","zihinsel","davranis","insan","insan","gundelik yasam",anlamak
"bir konunun ne oldugunu kavramak","insan","ogrenerek","bilgi kazanmak","","bigi edinmek","zihinsel","beyin","","","okul  ev",anlamak
"kisinin hal ve hareketlerini idrak etmek","insan  hayvan","konusarak","","","","zihinsel","insan  hayvan","insan  hayvan ","","",anlamak
"anlattilani algilama","canli","dinleyerek","bilgiyi ogrenme","bilgi verildiginde","ogrenmek","zihinsel","akil","kulak  goz","bilgi","sinif",anlamak
"bir konuyu veya dusunceyi idrak etmek","ogrenci calisan","dinleyerek","cozmek","yeni bir sey ogrenince","ogrenmek","zihinsel","","","fikir ders","sinif ofis",anlamak
"bir konunun veya kavramin hakkinda bilgi sahibi olmak","insan  hayvan","beyinle","bilmek","dinlemek","bilmek","zihinsel","beyin","konu","konu","sinif",anlamak
"olayi ogretmek","insan","konusarak  gostererek","ogretmek","ogretmek","ogretme","zihinsel","davranis","insan","insan","gundelik yasam",anlatmak
"bir konuyu aciklamak","insan","detayli","bilgi vermek","","bilgi aktarmak","fiziksel","","insan","","",anlatmak
"aktarmak","insan  ","konusarak","Anlamak","","","fiziksel","insan","insana","konu  problem","her yer",anlatmak
"bilgiyi aktarma","ogretmen  arkadas","konusarak","bilgilendirmek","soru soruldugunda","bilgi vermek","fiziksel","dil","dinleyici  ogrenci","","sinif",anlatmak
"bir konuyu veya dusunceyi baskasina idrak ettirmek","ogretmen mudur","konusarak","ogretmek","yeni bir sey ogretince","ogretmek","fiziksel","ornek","ogrenci calisan","fikir ders","sinif ofis",anlatmak
"bir baska kisinin anlamasi icin konuyu karsi tarafa aciklamak","ogretmen  akademisyen","iletisim kurarak","ogretmek","anlasilmamak","ogretmek","fiziksel","agiz","ogrenci","ders","konferans",anlatmak
"gecmiste yasanan olayi hatirlama","insan","dusunce","yad etmek","dusununce","akila gelmek","zihinsel","zihin","durum  olay  canli","canli  nesne","gundelik yasam",anmak
"bir seyi hatirlamak","insan","dusunmek","anisini yasatmak","akla gelmek","","fiziksel","soz","","","",anmak
"bir seyi hatirlamak","insan  ","akla getirerek","","","","fiziksel  zihinsel","insan","","","her yer",anmak
"yasanmisi hatirlama","insan","hatirlamak","","akla gelme","bahsetmek","fiziksel","hafiza","mekan","ani","akil",anmak
"bir durumu veya kisiyi aklina getirmek","insan","hatirlayarak","unutmamak","cagrisim olusunca","hatirlamak","zihinsel","hafiza","eski bir arkadas","ani","",anmak
"gecmise ait bir aniyi veya kimseyi hatirlamak","insan","kalple","hatirlamak","yildonumu","hatirlamak","zihinsel","kalp","degerli insan","eski devlet buyuklerini","anit",anmak
"araci hareket ettirmek","insan","kol ve bacaklar","bir yere varmak","ilerlemek","istenilen yere gitmek","fiziksel","arac","araba","nesne","sokak  yol  cadde",araba_surmek
"araci yonetmek","insan","dikkatli","gitmek","is cikmak","gitmek","fiziksel","arac","","arac","yol",araba_surmek
"araba kullanmak","insan  ","","","yola cikinca","yolda ilerlenir","fiziksel","insan","","","yol",araba_surmek
"arabayi ilerletmek","sofor","surmek","ulasim","gitmek","ulasmak","fiziksel","araba","","","yol",araba_surmek
"arabayi hareket ettirmek","sofor","dikkatli","bir yere gitmek","varmak","hedef noktaya varmak","fiziksel","araba","","araba","yol",araba_surmek
"icinde bulunan arabanin ilerlemesini saglamak","insan  yapay zeka","kursa gidilerek","bir noktaya varmak","araba sahipligi","hedefe varmak","fiziksel","el  kol  bacak  ayak  beyin","araba","","yol",araba_surmek
"Merak edilen ya da kaybedilen seyi bulma","insan","okuyarak  dolanarak","bulmak","kaybedince","ulasmak","fiziksel  zihinsel","el  goz  internet  kitap","durum  olay  canli","canli  nesne","ev  kutuphane  bilgisayar  sokak",aramak
"bir seyi bulmaya calismak","canli","yoklamak","bulmak","kayip etmek  ihracat","arastirmak","fiziksel","insan  hayvan  burun  goz","esya  top  uyusturucu","","gumruk kapisi  ev  okul",aramak
"yoklamak","insan  hayvan","","","","","fiziksel","insan  hayvan","","insan","telefon",aramak
"iletisim saglama cabasi","insan","konusarak","ulasmak","ozlemek","sesini duymak","fiziksel","telefon","kisiye","","telefonda",aramak
"bir seyi bulmaya calismak","insan memur","dikkatli","bulmak","bir sey kaybolunca","tatmin","fiziksel","akil","","defter evrak","devlet dairesi",aramak
"kaybedilen bir seyin bulunmasi icin yapilan eylem","insan  hayvan","aranacak bilgiyi motora yazarak","sonuc bulmak","soru","bulmak","fiziksel","arama motoru","konu","arastirma konusu","internet",aramak
"cogalmak","canli  nesne","ureterek","olani buyutmek","ihtiyac olusunca","cogalma","fiziksel","esya","nesne","nesne","fabrika  mutfak",artmak
"fazla olmak","nesne","cogalmak","cogalmak","","fazla olur","fiziksel","","esya","","",artmak
"somut veya soyut bir seyin derece veya miktarinin cogalmasi","insan  hayvan","","cogalmak","","cogalir","fiziksel","insan  hayvan","","","",artmak
"var olanin artmasi","","eklemek","fazlalastirmak","eksik","cogalmak","fiziksel","","esya  miktar","nesne  kisi","",artmak
"bir seyin miktarinin buyumesi","virus bakteri insan","eklenerek","cogalmak","azalinca","nicelik buyur","fiziksel","","","","",artmak
"sayisi az olan bir seyin cogalmasi","","arttirilarak","","","hedefe varmak","fiziksel","","sayi","","",artmak
"asiri istek besleme","insan","hissederek","sevmek","etkilenmek","istege kavusmak","zihinsel","duygusal  fiziksel","insan  esya","canli  nesne","zihinde  kalpte",arzu_etmek
"istemek","insan","soylemek","","istemek","","fiziksel","","","esya  sevgili","",arzu_etmek
"cok istemek","insan  ","isteyerek","","","","zihinsel","insan","insana","insan","",arzu_etmek
"elde etme istegi","insan","hayal etmek","","","","zihinsel","dusunce","istenilen hersey","","akil",arzu_etmek
"bir seyi asiri istemek","insan cocuk","tutkulu","elde etmek","asiri istenince","tatmin","zihinsel","","obje sevgili","","",arzu_etmek
"duslemek","insan","isteyerek","sahip olmak","dilemek","elde etmek","zihinsel","","nesne","begenilen bir sey","",arzu_etmek
"birseye asiri sevgi beslemek","insan","hissederek","sevmek","etkilenmek","asiri sevgi olusumu","fiziksel  zihinsel","duygusal  fiziksel","insan  esya","canli  nesne","zihinde  kalpte",asik_olmak
"sevmek","insan","sevmek","","etkilenmek","sevmek","zihinsel","gonul","sevgili","","",asik_olmak
"baglanmak","insan  ","","","","","zihinsel","insan","insana","insan","",asik_olmak
"kisiye ozel duygular besleme","erkek  kadin","gorerek","beraberlik","begenmek","sevgili olmak","zihinsel","his","karsi cins","","beyin",asik_olmak
"birini her seyden cok sevmek","insan","severek","mutlu olmak","kendini kontrol edemediginde","olgunlasmak","zihinsel","kalp","kadin","","",asik_olmak
"cok sevmek","insan  hayvan","kalple","evlenmek","sevmek","evlenmek","zihinsel","bir baska ayni turden canli","insan","","",asik_olmak
"yukaridan asagiya sarkitmak","insan","tutusturarak","kurutmak","islanmak","kuruma","fiziksel","mandal  ip","esya","esya","gundelik yasam",asmak
"bir seyi asagiya dogru sarkitmak","insan","tutturarak","sabit olmak","","sarkmak","fiziksel","el ile","askilik","","ev  okul",asmak
"sarkitmak","insan  hayvan","dusunerek","","","","fiziksel","insan  hayvan","insan  hayvan","insan","her yer",asmak
"nesneyi yuksege takma","terzi","takmak","","utulemek","duzen","fiziksel","aski","kiyafet","","kuru temizleme",asmak
"birini ceza olarak oldurmek","suclu","acimasizca","oldurmek","buyuk bir suc isleyince","sucludan kurtulunur","fiziksel","halat","suclu","","hapishane sehir meydani",asmak
"bir nesneyi yerde durmamasi icin askilik benzeri nesnelerin uzerindeki ozel alanlara ilistirmek","insan","yerden kaldirarak","kurutmak","islak kiyafet","kurutmak","fiziksel","mandal","askilik","kiyafet","balkon",asmak
"bir goreve baslatmak","insan","imza","gorev basi","gorev boslugu","terfi","fiziksel","evrak","insan","insan","isyeri",atamak
"birini tayin etmek","gorevli","","yer degistirmek","suresi gelmek","tayin etmek","fiziksel","imza","gorevli","","resmi kurum",atamak
"goreve getirmek","insan  ","","","","","fiziksel","insan","insana","insan","",atamak
"bir ise ogretici secmek","memur","karar","gorev","sinav","","fiziksel","mulakat","ogrenci","","",atamak
"birini bir konuda yetkilendirmek","mudur","bilincli","boslugu doldurmak","bir konumda acik oldugunda","duzen saglanir","fiziksel","yetki","calisan","","is yeri",atamak
"bir kisiyi farkli bir goreve getirmek","basbakan  egitim bakani","kararname","goreve getirmek","bos pozisyon","bos gorevin dolmasi","fiziksel","kararname","gorev","akademisyeni","",atamak
"karsidakini etkisiz hale getirmek icin","insan","tetik cekilerek","etkisiz hale getirmek","tehlike altinda kalma","etkisiz hale getirme","fiziksel","silah","canli","canli","orman  suc mahali",ates_etmek
"silah ile mermi atmak","asker","nisan almak","oldurmek  yaralamak","savas cikmak","stres atmak","fiziksel","atesli silah","hedef","","poligon  savas alani",ates_etmek
"mermi atmak","insan  ","silah sikarak","oldurmek kendini gelistirmek","sinirlenince","olum","fiziksel","insan","havaya","","her yer",ates_etmek
"","asker  polis","","korumak","savas","yaralamak","fiziksel","silah","","dusman","savas",ates_etmek
"birini silahla vurmak","polis asker","tetige basarak","hedefi vurmak","suclu durmayinca","hedef etkisiz hale gelir","fiziksel","silah","suclu supheli hedef","kursun","poligon",ates_etmek
"silahla bir hedefe dogru tetigi cekmek","asker  polis","tetige basilarak","vurmak","hedef olusmasi","vurmak","fiziksel","silah","hedef","","poligon",ates_etmek
"yuksekten asagi inmek icin yapilan eylem","insan  hayvan","ziplayarak","asagi inmek","hizli inis ","asagiya varma","fiziksel","ayak","zemin","insan","yuksek mekan",atlamak
"yuksek bir yerden kendini birakmak","insan","","panik","deprem","yaralanmak  olmek","fiziksel","","","","balkon  cam",atlamak
"yuksek bir yerden ziplamak","insan  hayvan","zipalayarak","","","","fiziksel","insan  hayvan","","","",atlamak
"nesnenin uzerinden ziplama","cocuk","hoplamak","aktivite","engel","spor yapmak","fiziksel","ayak  bacak","ip  tas","","bahce  spor salonu",atlamak
"bir engeli ziplayrak gecmek","insan atlet","ziplayarak","engeli asmak","engel goruldugunde","engel asilir","fiziksel","bacak","","engel","saha",atlamak
"yuksek veya alcak bir kenardan daha alcak bir konuma dogru ziplamak","uzun atlayici atlet","ziplayarak","dusmek","dusmek istemek","dusmek","fiziksel","bacak","engel","","ucurum",atlamak
"Havadan varacagi yere gonderme","insan hayvan","ivme kazandirarak","hizli ulasim","gec kalmak","firlatma","fiziksel","el","esya","esya","gundelik yasam",atmak
"bir seyi firlatmak","insan","","oyun oynamak","","hareket etmek","fiziksel","frizbi  top","","","saha",atmak
"firlatmak","insan  hayvan","firlatarak","","","","fiziksel","insan  hayvan","","esya","",atmak
"nesneyi firlatma","cocuk","hareket","","","","fiziksel","el  ayak","top","","oyun",atmak
"bir seyi firlatmak","sporcu insan","firlatarak","hedefi vurmak","hedefe yaklasinca","skor kazanmak","fiziksel","el","basket potasi","top","saha",atmak
"elimizde bulunan bir nesneyi farkli bir yere dogru savurmak","insan  cocuk","firlatarak","isabet ettirmek","","tutturmak","fiziksel","kol","","tas","sokak",atmak
"dik konuma gelmek ","insan  hayvan","eklemleri diklestirerek","yurumek  dik durmak","oturma  yatma","bacak diklesmesi","fiziksel","ayak","bacak","bacak","gundelik yasam",ayaga_kalkmak
"dikilmek","insan  hayvan","dogrularak","hareket etmek","ogretmen sinifa girince","dikilmek","fiziksel","ayaklar ile","","","ev  ofis  okul",ayaga_kalkmak
"ayaklari uzerinde durma pozisyonuna gecmek","insan  hayvan","ayak tabaninin uzerinde durarak","","","","fiziksel","insan  hayvan","","","",ayaga_kalkmak
"otururken harekete gecmek","insan  hayvan","hareket","yurumek","agriyinca","fiziksel faaliyet","fiziksel","ayak  vucut","","","sandalye",ayaga_kalkmak
"vucudu dik pozisyonu ","insan","dogrularak","yurumek","gitmek","dogrulmak","fiziksel","vucut","","","sinif oda",ayaga_kalkmak
"oturur pozisyondan ayaklarin uzerinde pozisyona gecis","insan","bacaklara kuvvet verilerek","yurumek","","yurumek","fiziksel","bacak","","","",ayaga_kalkmak
"Bozuk olan seyi dogru hale getirme","insan","duzelterek","duzeltmek","duzelme","dogru duruma gelme","fiziksel","dugme","saat","saat","ev   okul  isyeri  sokak",ayarlamak
"duzenlemek","insan","dikkatle","saati duzeltmek  teraziyi dengeye getirmek","saat bozlunca  terazi dengesiz ise","duzelmek","fiziksel","","saat terazi","","ev  pazar  insaat",ayarlamak
"uyarlamak","insan  hayvan","","","","","fiziksel","insan  hayvan","","","",ayarlamak
"","","","","","","fiziksel","","","","",ayarlamak
"cihazi duzgun calisma konumuna getirmek","makina operatoru","dikkatli","verim almak icin","duzgun calismadiginda","duzgun calismak","fiziksel","bilgi","cihaz makine","kablo rulman","fabrika atolye",ayarlamak
"bazi seyleri kendi istedigimiz islemleri yapabilmesi icin konfigure etmek","insan  yapay zeka","kumanda ile","ayar cekmek","kanal listesi bozulunca","duzeltmek","fiziksel","","televizyon","kanallari","ev",ayarlamak
"rezerve etmek","insan","kaldirarak","urun ulasimi","talep etme","rezerve olma","fiziksel","esya","insan","esya","magaza  ev  okul",ayirmak
"bir butunden bir parcayi bolmek","insan","keserek","parca parca yapmak","pasta kesmek  alci yapmak","kucuk parca elde etmek","fiziksel","spatula","pasta  cimento","","parti  insaat",ayirmak
"uzaklastirma","insan  hayvan","uzaklasarak","iyilik ","kavga","gerginlik azalir","fiziksel","insan  hayvan","insan hayvan","","Her yerde",ayirmak
"nesneleri bolmek siniflandirmak","","","","","bolunmus","fiziksel","bilye kalem","","","",ayirmak
"iki nesneyi birbirinden uzaklastirmak","ogrenci","alarak","duzenlemek","karmasiklik olusunca","nizam olusur","fiziksel","el","kitap","","okul",ayirmak
"birden fazla objeyi birbirinden uzaklastirmak","insan  ogretmen","bolerek","kumeleme","kavga","kumelemek  bitirmek","fiziksel","","sayilar  ogrenciler","sayilari  kavgayi","sokak",ayirmak
"mekandan  insandan uzaklasmak","arkadas  sevgili  aile","konusarak  yuruyerek","birarada olmak istememe","anlasamayinca","terk etme","fiziksel  zihinsel","agiz  ayak","arkadas  sevgili  aile","arkadas  sevgili  aile","gundelik yasam",ayrilmak
"bir seyden uzaklasmak","insan","uzaklasarak","uzaklasmak","fikir uyusmazligi","yasamak","fiziksel","es  dost","","","",ayrilmak
"birini ya da bir yeri terk etme","insan  hayvan","","","","","fiziksel  zihinsel","insan  hayvan","insan  hayvan  sehir","insan","",ayrilmak
"kisilerin birbirlerine veda etmesi","aile  kari koca","goc  mahkeme","zorunda kalmak","gecimsizlik","gorememek","fiziksel","esler  aile","","karsi cins  anne baba","ev  sehir  ulke",ayrilmak
"birinden uzaklasmaa baslamak","insan sevgili","hizli","bitirmek","problemler cikinca","olgunlasmak","fiziksel","akil","arkadas sevgili","","",ayrilmak
"birisinden uzaklasmak","sevgililer","sozle","birliktelik bitirmek","sevginin bitmesi","bitirmek","zihinsel","","sevgili","","sokak",ayrilmak
"yuksek ses tonu ile konusma","insan  hayvan","ses yukselterek","ses duyurmak","duyulmayinca","yukses ses cikarma","fiziksel","agiz","duymayan canliya","insan","sesli ortamlarda",bagirmak
"yuksek bir ses cikarmak","insan","yuksek sesle","tembihlemek","kizmak","ses kirliligi","fiziksel","girtlak","insan  cocuk","","ev  park",bagirmak
"yuksek sesli konusmak","insan  hayvan","konusarak","","","","fiziksel","insan  hayvan","","insan","",bagirmak
"sesini yukseltmek","","ses","duyguyu ifade etmek","sinirlenince","uzuntu","fiziksel","","","","tartisma esnasinda",bagirmak
"yuksek sesle ofke ifadesi ","komutan","ofkeli","ofke gostermek","isler duzgun gitmeyince","ses kisilir","fiziksel","agiz","asker","","askeriye",bagirmak
"yuksek sesle konusmak","baba  anne  ogretmen","agizla","sesin duyulmasini saglamak","sinirlenmek","suclu hissetmek","fiziksel","agiz","ogrenci  cocuk","","ev  sokak  okul  ofis",bagirmak
"yanlis yapan birini affetmek","insan","konusarak","barismak","ozur dilemek","barisma","zihinsel","insan","kizilan kisiye","insan","gundelik yasam",bagislamak
"affetmek","insan","incelemek","barismak","af dilenmek","affetmek","zihinsel","","eski sevgili","","",bagislamak
"affetmek","insan  hayvan","","","","","zihinsel","insan  hayvan","insan  hayvan","insan","",bagislamak
"hatayi affetmek","","","","","","zihinsel","","","","",bagislamak
"hatayi affetmek","insan anne","sevkatle","huzur bulmak","ofke veya kirginlik bitince","tecrube kazanilir","zihinsel","kalp","cocuk","hata","ev",bagislamak
"birini affetmek","insan","kaple","hatalari geride birakmak","affetmek","rahatlamak","zihinsel","kalp","kusurlu kimse","hata","kilise",bagislamak
