@RELATION	text2arff

@ATTRIBUTE	nerede_bulunur	STRING
@ATTRIBUTE	canli_cansiz	STRING
@ATTRIBUTE	ust_kavrami_nedir	STRING
@ATTRIBUTE	yaninda_neler_bulunur	STRING
@ATTRIBUTE	icinde_neler_bulunur	STRING
@ATTRIBUTE	hammaddesi_nedir	STRING
@ATTRIBUTE	ne_ise_yarar	STRING
@ATTRIBUTE	kim_kullanir	STRING
@ATTRIBUTE	sifatlari	STRING
@ATTRIBUTE	sekli_nasil	STRING
@ATTRIBUTE	hacmi	STRING
@ATTRIBUTE	agirlik	STRING
@ATTRIBUTE	rengi	STRING
@ATTRIBUTE	kim_ne_yapar	STRING
@ATTRIBUTE	kim_ne_ile_yapilir	STRING
@ATTRIBUTE	nasil_yapilir	STRING
@ATTRIBUTE	ney_kime_yapilir	STRING
@ATTRIBUTE	ney_kimi_yapilir	STRING
@ATTRIBUTE	nerede_yapilir	STRING
@ATTRIBUTE	fiziksel_zihinsel	STRING
@ATTRIBUTE	ne_olunca_yapilir	STRING
@ATTRIBUTE	yapinca_ne_olur	STRING
@ATTRIBUTE	nicin_yapilir	STRING
@ATTRIBUTE	class	{ag,agac,akbil,akordeon,akumulator,alci,altin,ambalaj,anahtar,antibiyotik,apartman,araba,arac,ari,arma,armut,arpa,artik,asansor,asetat,asfalt,asi,asit,aski,astar,atac,atki,atlet,atom,av,avize,ayak,ayakkabi,aygitlar,ayirac,ayna,azot,bacak,baharat,bakir,bakla,bal,balik,balsam,banknot,bant,banyo,barometre,baslik,basortusu,baston,batarya,benzin,beton,bez,biblo,bicak,bidon,bilet,bilgisayar,bina,bira,bisiklet,bluz,bor,bornoz,boru,boya,boynuz,brosur,bugday,buhar,bulasik,buldozer,bulgur,buro,burun,buz,buzdolabi,caki,cakmak,calgi,cam,camasir,canli,canta,catal,cati,cavdar,cay,cd,ceket,cekmece,cekyat,celik,cenaze,cep_telefonu,cephane,cerceve,cetvel,cevcere,ceviz,cicek,ciger,cihaz,cikartma,cikolata,cikrik,cila,cilt,cimento,cini,cinko,civa,civata,civi,cokelek,corap,cumle,cuval,daire,dal,damga,dantel,degirmen,demir,deniz,dergi,deri,deterjan,diken,dil,disci,dolap,domates,domuz,dugme,dunya,duvar,ecza,el,elbise,eldiven,elektrik,elektrik_anahtari,elektrik_sigortasi,elma,elmas,enzim,esarp,esya,et,etek,etiket,ev,fanila,fare,fayans,fermuar,fernuar,fici,fildisi,film,filtre,firin,fisek,fistik,florasan,fosil,fotograf,fotokopi,fren,gaz,gazete,gemi,giysi,gokdelen,gomlek,gomlem,goz,gozlem,gozluk,gubre,gumus,halat,halilar,hamur,harclar,harf,harita,hava,havlu,havuc,havuz,hayvan,heykel,hidrojen,hindistan,hoparlor,hormon,hortum,hucre,hurda,hurma,icecek,igne,ilac,inci,insaat,internet,ip,ipek,iplik,irmik,iskemle,islak_mendil,ispirto,izgara,jenerator,kablo,kabuk,kadife,kagit,kahve,kakao,kalay,kalem,kalemtras,kalorifer,kalp,kalsiyum,kamci,kamera,kamis,kamyon,kantar,kap,kapi,karabiber,karanfil,karbon,karin,karton,kartpostal,kartvizit,kase,kasik,katir,kaucuk,kavun,kayak,kayis,kazak,kazan,kece,keci,kemik,kepenk,kerpeten,kibrit,kil,kilit,kilot,kirec,kiremit,kitap,kitap_ayraci,klasor,klavye,klima,kol,kol_saati,koltuk,komur,kondansator,kornis,koyun,kravat,krom,kukurt,kul,kulak,kum,kumas,kumes,kurdelec,kure,kurk,kursun,kus,kutu,lahana,lamba,lastik,lavabo,lehim,lif,likor,lokomotif,losyon,macun,maden,magnezyum,makas,makine,mandal,manken,mantar,manto,margarin,marmelat,marul,masa,maske,mayo,mendil,merdane,mermer,mermi,metal,meyve,miknatis,mikrop,mikroskop,mineral,misir,mobilya,monitor,mont,motor,motorsiklet,mozaik,mum,murekkep,musamba,musluk,muz,muzik,nisasta,not_defteri,oda_spreyi,odun,oksijen,okuz,olta,omuz,org,orgu,ortu,ot,otobus,otomat,oyuncak,pacavra,palet,pamuk,pancar,pano,pantalon,pantolon,papyon,para,parasut,parfum,parke,parmak,parmaklik,patates,patlayici,pecete,pencere,perde,peruk,petrol,peynir,pijama,pil,pipo,pirasa,pirinc,piyano,plaka,plastik,pompa,porselen,poster,profil,projeksiyon,pudra,pul,puro,puro2,,pusula,radar,radyo,raki,ray,recel,resim,rezistans,romork,saat,sabun,sac,sakal,sakatat,sakiz,salatalik,salgam,saman,sandalye,sapka,sarap,savas,sayac,sebze,sehpa,seker,sekerleme,seluloz,semsiye,sepet,seramik,serum,sicim,sigara,sira,sirke,sirt_cantasi,site,siva,siyanur,soba,sofben,sogan,somun,somya,sos,sosis,soya,sozcuk,sozluk,spor,su,su_isiticisi,sunger,supurge,surahi,susleme,sut,tabak,tabanca,tabela,tablo,tahil,tahta,takvim,talas,tank,tarak,tarcin,tas,tavuk,tayt,tebesir,tekne,tel,televizyon,telsiz,tencere,terazi,tereyagi,terlik,termometre,testere,testi,tirmik,tirnak,tohum,toka,toplanti_masasi,toprak,torba,tornavida,toz,traktor,tugla,tul,tup,tutun,tuval,tuy,tuz,tuzluk,un,uzaktan_kumanda,uzum,vagon,vanilya,varil,vazo,vernik,vida,video,vinc,vitamin,yag,yakit,yangin,yapi,yapistirici,yaprak,yastik,yatak,yay,yayin,yazici,yelek,yiyecek,yogurt,yol,yonca,yosun,yumurta,yun,yuzuk,zamk,zehir,zeytinyagi,zimba,zimpara,zincir}

@DATA
"insaat  sanat galerisi","cansiz","malzeme","su","","kirec","dis kalibi  ","disci  heykeltras","sert","toz","1 cm3","1 gr","beyaz","","","","","","","","","","",alci
"","cansiz","","","","","yalitim saglamaya","insan","","yuvarlak","","","beyaz","","","","","","","","","","",alci
"bina duvarlarinda","cansiz","malzeme","boya","su","alcitasi","isinma yalitiminda kullanilir","insaat iscileri","vicik","","","","beyaz","","","","","","","","","","",alci
"betonarme binalarin duvarlarinda","cansiz","yapi birimi","boya  tugla","alci malzemeleri","","yalitim saglar  duvarda boyanin daha iyi oturmasini saglar","insaat ustalari","insaatlik","","10 m3","","gri","","","","","","","","","","",alci
"ev  kuyumcu  maden","cansiz","hammadde","gumus","kuvars","kuvars","para yerine kullanma  taki olarak kullanma","insanlar","buyuk  kucuk  gram  ceyrek","degisken","degisken","degisken","sari","","","","","","","","","","",altin
"maden  yastik alti  kuyumcu","cansiz","element","gumus  camekan","","","yatirim  aksesuar","insan  kuyumcu","paslanmaz  degerli","","","","sari","","","","","","","","","","",altin
"maden","cansiz","maden","","","","","insan","degerli","","","","sari","","","","","","","","","","",altin
"maden","cansiz","metal","toprak","bakir","altin","taki yapiminda kullanilir","herkes","paslanmaz","","","","sari","","","","","","","","","","",altin
"altin madenlerinde","cansiz","maden","toprak  madenci","altin","altin","degerli esya olarak alinip satilabilir  devre elemanlari uretiminde kullanilabilir","kuyumcu","degerli","","1 m3","100 kg","sari","","","","","","","","","","",altin
"yiyecek  esya","cansiz","hammadde","sicaklik","acma yeri","plastik","yiyecegi ve esyayi muhafaza etme","insanlar","kalin  ince","degisken","degisken","degisken","her renk","","","","","","","","","","",ambalaj
"nayloncu  ev","cansiz","esya","plastik kap  aluminyum","seker  cay  tutun","petrol","sarmak","ev hanimi  esnaf","dayanikli","","15 cm3","10 gr","","","","","","","","","","","",ambalaj
"","cansiz","","","","","paketlmek","insan","","","","","","","","","","","","","","","",ambalaj
"market","cansiz","esya","fiyonk","gida hediyelik esya","plastik","esyalari sararak korur","herkes","koruyucu","dikdortgen","150 cm3","5 gr","kahverengi","","","","","","","","","","",ambalaj
"market  ev  esya deposu","cansiz","urun","plastik","plastik","patrol","urunlerin paketlenmesinde","market","seffaf","","1 m3","10 kg","seffaf  sari  mavi  beyaz","","","","","","","","","","",ambalaj
"ev  canta  araba","cansiz","esya","kapi  kilit","delik","metal","Korumak amaciyla kitlenen seyi acma","insanlar","kucuk  ince  uzun","dikdortgen","10 cm3","50 gr","gri","","","","","","","","","","",anahtar
"cep  brit","cansiz","arac","anahtarlik  bozuk para","","celik","kilit acmak","insan  cilingir","bilyali","","10 cm3","20 gr","gri","","","","","","","","","","",anahtar
"","cansiz","","","","","kapi acmak","insan","","","","","","","","","","","","","","","",anahtar
"cep","cansiz","alet","cuzdan","","demir","kilitleri acar","herkes","sivri","yuvarlik basli cubuk","2 cm3","20g","gri","","","","","","","","","","",anahtar
"ev  araba","cansiz","ev  araba","telefon  cuzdan","demir","demir","ev ve arabaya giris icin kullanilir","kapici","kucuk  buyuk  eski","ince  uzun","10 cm3","25 gr","gumus","","","","","","","","","","",anahtar
"hastane  eczane  ev","cansiz","yiyecek","su","mikrop","ilac","Tedavi etmek icin kullanilir","insanlar","kucuk  sivi  buyuk","dikdortgen","2 cm3","5 gr","pembe  beyaz  mavi","","","","","","","","","","",antibiyotik
"eczane  hastane  poliklinik","cansiz","ilac","ecza dolabi  haplar","","kuf mantari  bitkiler","iyilestimek","insan  hasta","etkili  keskin","hap","3 cm3","1 gr","beyaz","","","","","","","","","","",antibiyotik
"","cansiz","","","maya","","iyilesmek","insan  hayvan","hafif  agir","","","","beyaz  mavi","","","","","","","","","","",antibiyotik
"eczane","cansiz","ilac","agri kesici diger ilaclar","kimyasal madde","kimyasal maddeler","bakteri oldurur","hastalar","faydali","kapsul","1 cm3","1 gr","beyaz","","","","","","","","","","",antibiyotik
"eczane","cansiz","ilac","agri kesici  asi","","mikroorganizma","bakteriyel enfeksiyonlarin tedavisi icin kullanilir","eczaci  doktor","genis spektrumlu","","","","","","","","","","","","","","",antibiyotik
"sokak  cadde  mahalle sehir ulke","cansiz","yapi","park  bahce  araba","daire  insan  canli  nesne","tugla  beton","barinmak","insanlar","kucuk  buyuk","kare  dikdortgen","100000 m3","50000 kg","her renk","","","","","","","","","","",apartman
"sokak","cansiz","gayrimenkul","ev  bahce","daire","cimento","barinmak","aile","yalitimli","","20 m3","10000 kg","","","","","","","","","","","",apartman
"","cansiz","","","ev","","yasamak","insan","alcak  yuksek","","","","","","","","","","","","","","",apartman
"sehir","cansiz","yapi","yol bahce","kolon insan","beton","konaklamaya yarar","insan","guvenli","dikdortgen prizma","3000 m3","100000 kg","gri","","","","","","","","","","",apartman
"sehir  koy  kasaba","cansiz","yasam alani","yol  araba  insan","daire  merdiven  asansor","beton","dikey yapilasmalarda insanlara ev olur","insan","buyuk","dikdortgen","1000 m3","100000 kg","gri  mavi  beyaz  kirmizi","","","","","","","","","","",apartman
"sokak  cadde  mahalle sehir ulke","cansiz","esya","park  bahce  yol asfalt bina","canli","demir  celik","ulasim saglamak","insanlar","kucuk  buyuk","dikdortge  kare","1500 m3","5000 kg","her renk","","","","","","","","","","",araba
"garaj  galeri  ev onu","cansiz","tasit","motorsiklet","surucu  yolcu","metal  motor","seyahat","sofor","elektrikli  luks","","","1000 kg","","","","","","","","","","","",araba
"","cansiz","arac","","direksiyon","demir  celik","tasimaya","","","","","","kirmizi","","","","","","","","","","",araba
"yol","cansiz","arac","kamyon otomobil","motor sasi","demir","bir seyleri tasimak","ehliyeti olanlar","hizli","diktortgen prizma","","1000 kg","gri","","","","","","","","","","",araba
"sokak  cadde  otoyol","cansiz","tasit","insan  agac  yol","insan","celik  plastik","insanlari bir noktadan digerine daha az zamanda goturur","insan","4x4  hatchback","dikdortgenler prizmasi","10 m3","1500 kg","sari  lacivert  beyaz","","","","","","","","","","",araba
"ev  sokak  sehir  ulke","cansiz","esya","gerec","nesne","nesne","isi kolaylastirma","canli","kucuk  buyuk","degisken","degisken","degisken","her renk","","","","","","","","","","",arac
"alet kutusu","cansiz","alet","kutu","","","herhangi bir is","usta","kaliteli","","","","","","","","","","","","","","",arac
"","cansiz","","","","","","","","","","","","","","","","","","","","","",arac
"yol","cansiz","makine","araba","motor sasi","demir","bir seyleri tasimak","ehliyeti olanlar","hizli","dikdortgen prizma","","1500 kg","gri","","","","","","","","","","",arac
"sokak  cadde  otoyol","cansiz","alet","","insan","","bir islemin daha az maliyetle yapilabilmesi icin kullanilir","insan  hayvan","kolay  hizli","","10 m3","1500 kg","sari  lacivert  beyaz","","","","","","","","","","",arac
"atmosfer  hava","canli","bocek","petek  canli  insan","bal  polen","organ","bal uretmek","canli","kucuk  buyuk  esek","dikdortgen","1 cm3","5 gr","sari turuncu  kahverengi","","","","","","","","","","",ari
"kovan  bahce","canli","hayvan","balci  kralice ari","","zar kanat  igne","bal yapmak","","kralice  isci","","10 cm3","20 gr","sari","","","","","","","","","","",ari
"","canli","besin","bal ","","","","","","","","","","","","","","","","","","","",ari
"bahce orman","canli","bocek","cicek","organlar","protein su","polen tasiyarak tozlasmayi saglamak","ari yetistiricileri","caliskan","kapsul","1 cm3","1 gr","sari","","","","","","","","","","",ari
"bal kovani","canli","hayvan","petek  kovan","igne","","bal uretiminde kullanilir","aricilik yapan kimseler","bal","yuvarlak","3 cm3","2 gr","sari  siyah","","","","","","","","","","",ari
"okul  sirket  askeriye","cansiz","bros","igne","ip","ip","kurulusu simgeler","insanlar","kucuk  buyuk","degisken","10 cm3","5 gr","her renk","","","","","","","","","","",arma
"uniforma  bayrak","cansiz","sekil","","resim  harf","metal  kumas","temsil etmek","ogrenci  devlet","guzel  ozgun","","10 cm3","10 gr","","","","","","","","","","","",arma
"","cansiz","esya","","","","simgelemek","insan","","","","","","","","","","","","","","","",arma
"uniforma","cansiz","rozet","dugme","sembol desen","pamuk","kisinin calistigi oldugu kurumu belirtmek","calisanlar","gosterisli","yuvarlagimsi","2 cm3","1 gr","gri","","","","","","","","","","",arma
"uniforma","cansiz","marka","","logo","pamuk","giyen kisilerin bagli olduklari kurum veya kuruluslari belli eder","doktor  asker  ogrenci  memur","guzel  cirkin","dikdortgen","","","","","","","","","","","","","",arma
"Pazar  market  bag  bahce","cansiz","meyve","diger meyve ve sebzeler","seker  cekirdek","seker","besin tuketimi  vucudun meyve tuketim gereksinimi karsilamak","canli","kucuk  buyuk","yuvarlak","10 cm3","20 gr","sari  yesil","","","","","","","","","","",armut
"agac  manav","canli","meyve","agac  meyveler","cekirdek","su  cekirdek","doyurmak","herkes","sulu  tatli","","30 cm3","40 gr","sari","","","","","","","","","","",armut
"","canli","bitki","","","","yemek","insan","","","","","kahverengi","","","","","","","","","","",armut
"agac","cansiz","meyve","yaprak","vitamin","su fruktoz","aclik gidermek","herkes","tatli","kapsul","3 cm3","200 gr","yesil","","","","","","","","","","",armut
"agac","cansiz","meyve","dal  agac","cekirdek","","dogal haliyle yemek veya komposto yapmak icin kullanilir","ciftci","taze  bayat","yuvarlak","15 cm3","100 gr","sari","","","","","","","","","","",armut
"tarla","cani","bugday","toprak","su","gubre","besin tuketimi  vucudun meyve tuketim gereksinimi karsilamak","canli","kucuk","uzun  ince","10 cm3","15 gr","sari","","","","","","","","","","",arpa
"tarla","canli","bitki","bugday  basak","","tohum","beslemek  bira uretmek","herkes","uzun","","50 cm3","10 gr","sari","","","","","","","","","","",arpa
"","cansiz","bitki","","","bugday","yemek","insan","","","","","kahverengi","","","","","","","","","","",arpa
"tarla","cansiz","tahil","toprak","arpa taneleri","su seluloz","yem olarak kullanilir","ciftciler","kuru","cubuk","1 cm3","2 gr","sari","","","","","","","","","","",arpa
"tarla","cansiz","bakliyat","toprak","sap","","suyundan bira uretimi yapilir","ciftci","yeni hasat","ince  uzun","20 cm3","150 gr","sari","","","","","","","","","","",arpa
"uretim yerinde","cansiz","cop","cop","plastik  kagit  tahta","plastik  kagit  tahta","yapilan nesneyi fazlaliklardan kurtarir","cansiz","kucuk  buyuk","degisken","degisken","degisken","her renk","","","","","","","","","","",artik
"ev  yemkhane","cansiz","","cop","","","degerlendirmek","geri donusumcu","agir kokulu","","","","","","","","","","","","","","",artik
"","cansiz","kavram","","","","","","","","","","","","","","","","","","","","",artik
"coplerde","cansiz","cop","fare","yemek artiklari icecek artiklari","","hicbir ise yaramaz","hic kimse","pis","","","","","","","","","","","","","","",artik
"","cansiz","fazla","diger artiklar","artik","","bir islemin artigi farkli bir islem icin gecerli bir girdi olabilir ornegin hayvan kakasinin gubre olarak kullanilmasi","","gereksiz","","100 m3","1000 kg","","","","","","","","","","","",artik
"apartman  ev  alisveris merkezi","cansiz","arac","dugme  kapi  duvar","tum canlilar  cansiz nesneler","ray","elektrik yardimiyla otomatik hareket etmek","herkes","kucuk  buyuk","dikdortgen  kare","1000 m3","4000 kg","her renk","","","","","","","","","","",asansor
"apartman  ofis  avm","cansiz","arac","tuslar  agirlik","insan  yuzey","cam  celik","tasimak","insan","buyuk  kucuk","dikdortgen prizma","10 m3","100 kg","","","","","","","","","","","",asansor
"","cansiz","kimyasal ","","","","asagi yukari tasimak","","","dikdortgen","","","","","","","","","","","","","",asansor
"bina","cansiz","makine","motor","insan esya","metal","nesneleri tasimak","herkes","yavas","dikdortgen prizma","2 m3","1000 kg","gri","","","","","","","","","","",asansor
"apartman  ofis binasi","cansiz","tasima","ayna  dugme","ayna  tutamac  dugme","demir  celik","insanlari dikey yapilarda merdivene kiyasla daha hizli bir kattan digerine ulastirir","asansorcu","guclu","dikdortgen","9 m3","500 kg","","","","","","","","","","","",asansor
"kirtasiye  ofis  okul","cansiz","organik bilesen","aseton  etil alkol","sodyum","seluloz","cozmek  seyreltmek","kimyacilar  deneyciler","guclu","degisken","degisken","degisken","seffaf","","","","","","","","","","",asetat
"kirtasiye  canta","cansiz","arac","defter  kalem","","odun  pamuk","","","","dikdortgen","1 m3","50 gr","","","","","","","","","","","",asetat
"","cansiz","","","","","","","","","","","","","","","","","","","","","",asetat
"tepegoz","cansiz","madde","kalem","kimyasal madde","asetat","sunum yapmaya yarar","ogretmen","seffaf","dikdortgen","1 cm3","1 gr","gri","","","","","","","","","","",asetat
"aseton","cansiz","","","","asetat","oje silinmesi icin kullanilir","kozmetik urunu satan marketler","","","","","seffaf","","","","","","","","","","",asetat
"yol","cansiz","petrol","agac  serit","damitilmis petrol","petrol","yol yapimindan kullanilir","insaatcilar","yapiskan  cakilli  duz","degisken","degisken","degisken","koyu gri  siyah","","","","","","","","","","",asfalt
"yol  kamyon kasasi","cansiz","madde","kurek","zift  katran","katran","yol yapmak","insan","sicak","","","","siyah","","","","","","","","","","",asfalt
"","cansiz","","","","","","","","","","","siyah","","","","","","","","","","",asfalt
"yol","cansiz","madde","bariyer","micir","rafine petrol","araclarin yolda rahat gitmesini saglar","yol iscileri","duz","","","","siyah","","","","","","","","","","",asfalt
"yol","cansiz","ulasim","bariyer  araba","petrol","petrol","yapilan yollarin arac surusune daha elverisli olmasini saglar","karayollari calisani","yeni","yapiskan","","","siyah","","","","","","","","","","",asfalt
"hastane  eczane  ev","cansiz","ilac","pamuk  igne","ilac  vitamin","ilac","iyilesmek  takviye almak","canli","sert","dikdortgen","30 cm3","5 gr","seffaf  sari","","","","","","","","","","",asi
"hastane  saglik ocagi","cansiz","ilac","enjektor  hemsire","ilac","","bagisiklik kazanmak","herkes","yararli","","3 cm3","3 gr","","","","","","","","","","","",asi
"","cansiz","terim","","ilac","","hastaliklardan korunmak","insan  hayvan","","","","","","","","","","","","","","","",asi
"hastane","cansiz","ilac","igne","zayiflatilmis virus","virus","bagisiklik kazandirmak","herkes","koruyucu","","1cm3","","","","","","","","","","","","",asi
"eczane  hastane","cansiz","ilac","igne","olu virus","olu virus  mrna","hastaliklarin onlenmesi veya hafif atlatilmasi icin kullanilir","doktor  hemsire  veteriner","koruyucu","","10 cm3","50 gr","seffaf","","","","","","","","","","",asi
"laboratuvar","cansiz","hidrojen","kutu","hidrojen","hidrojen","temizleyici olarak kullanilir","insanlar","keskin","akiskan","degisken","degisken","seffaf","","","","","","","","","","",asit
"labarotuvar  banyo","cansiz","kimyasal madde","temizlik malzemeleri  fanus","","","kirleri oldurmek  yakmak","insan  surungen","yakici","sivi","","","","","","","","","","","","","",asit
"","cansiz","","","","","","","","","","","","","","","","","","","","","",asit
"laboratuvar","cansiz","kimyasal madde","kap","Hidrojen molekulleri","asit","metalleri eritmeye yarar","biliminsanlari","tehlikeli","bulundugu kabin seklini alir","","","","","","","","","","","","","",asit
"kezzap  tuz ruhu  mide asidi","cansiz","delici","koruyucu eldiven","asit","asit","cozucu olarak kullanilabilir","bilim insani  temizlikci","guclu  zayif","","","","","","","","","","","","","","",asit
"dolap  magaza","cansiz","alet","dolap  elbise","plastik","metal  tahta","elbiseleri asmak","insan  magaza gorevlileri","kirik  yeni  eski","dikdortgen","15 cm3","10 gr ","beyaz  siyah  kahverengi","","","","","","","","","","",aski
"ev  is yeri","cansiz","alet","mont  masa","","ahsap","bir seyleri asmak","insan","saglam","","5 cm3","100 gr","kahverengi  siyah","","","","","","","","","","",aski
"","cansiz","esya","","","","esyalari asmak","insan","","","","","siyah","","","","","","","","","","",aski
"dolap","cansiz","esya","askilik","gomlek ceket","plastik","giysileri asmak","herkes","hafif","ucgen","5 cm3","500 gr","siyah","","","","","","","","","","",aski
"gardrop","cansiz","saklama alani","kiyafet  askilik","tahta  plastik","kereste","nesnelerin daha az yer kaplamasina yarar","dolapci","tekli  ikili","bukulmus tahta","50 cm3","150 gr","tahta rengi","","","","","","","","","","",aski
"kiyafet icinde","cansiz","giysi","kiyafet","pamuk  yun","ip","kiyafet icine giyilip kamufle eder","insanlar","inca  saten","degisken","20 cm3","50 gr","siyah  beyaz","","","","","","","","","","",astar
"pantolon  canta","cansiz","giysi","deri  kumas  canta","","pamuk","kolay giyinmek","insan","yazlik  kislik","","5 cm3","5 gr","","","","","","","","","","","",astar
"","cansiz","esya","","","kumas","giymek","insan","","","","","","","","","","","","","","","",astar
"boyahane","cansiz","malzeme","firca","kimyasal madde","astar","boyanin daha iyi gozukmesini saglamak","boyacilar","koruyucu","","","","beyaz","","","","","","","","","","",astar
"ceket","cansiz","ceket  mont","dugme  cep","yalitkan madde","polyester","kiyafetlere ara katman olarak kullanilir","terzi","renkli  renksiz","","","","siyah  lacivert","","","","","","","","","","",astar
"kirtasiye  ofis  okul","cansiz","materyal","kalem  kagit  silgi  dosya","","metal  plastik","kagitlari bir araya toplamak","ogrenci  ogretmen","saglam  bozuk","dikdortgen","15 cm3","2 gr","gri","","","","","","","","","","",atac
"kalemlik  kirtasiye  pano","cansiz","malzeme","kalem  kagit","","celik  krom","tutturmak","herkes","saglam  renkli","","2 cm3","1 gr","gri","","","","","","","","","","",atac
"","cansiz","esya","","","","sayfalari tutturmak","insan","","","","","siyah  pembe","","","","","","","","","","",atac
"kalemlik","cansiz","alet","zimba","kagit","demir","kagitlari sabit tutmak","ogrenci","tutucu","elips","","1 gr","mavi","","","","","","","","","","",atac
"kirtasiye","cansiz","birlestirici","kagit","demir","demir","kagitlarin bir arada tutulmasini saglar","ogrenciler","tekli  coklu","ince  cubuk","1 cm3","2 gr","gumus","","","","","","","","","","",atac
"dolap  magaza","cansiz","giysi","mont  bere  eldiven","pamuk  yun","pamuk","soguktan korumak","insan","kalin","dikdortgen","50 cm3","100 gr","her renk","","","","","","","","","","",atki
"boyun  magaza","cansiz","giysi","kaban  manken","iplik","pamuk","sicak tutmak","herkes","kalin","","30 cm3","100 gr","siyah  beyaz","","","","","","","","","","",atki
"","cansiz","esya","","ip","lif","sicak tutmak","insan","","dikdortgen","","","mor  beyaz","","","","","","","","","","",atki
"dolap","cansiz","giysi","sapka","insan boynu","pamuk","soguktan korumak","herkes","koruyucu","dikdortgen","","","siyah","","","","","","","","","","",atki
"kiyafet magazasi","cansiz","kiyafet","bogaz  suveter","yun","yun","sogukta boyun bolgesinin usumemesi icin kullanilir","insanlar","uzun  kisa","ince dikdortgen","100 cm3","500 gr","sari  lacivert  beyaz","","","","","","","","","","",atki
"dolap  magaza","cansiz","giysi","gomlek  bluz","yun  pamuk","pamuk","soguktan korumak","insan","yirtik  beyaz  yeni","dikdortgen","20 cm3","20 gr","beyaz  siyah","","","","","","","","","","",atlet
"vucut  manken  Pazar","cansiz","giysi","kulot  corap","pamuk","pamuk","vucudu korumak","herkes","yari kollu  sifir kol","","2 cm3","30 gr","beyaz  yesil","","","","","","","","","","",atlet
"","cansiz","insan","","","","kosmak","","hizli  yavas","","","","","","","","","","","","","","",atlet
"dolap","cansiz","giysi","kilot","insan govdesi","pamuk","soguktan korumak","herkes","koruyucu","dikdortgen","10 cm3","5gr","beyaz","","","","","","","","","","",atlet
"kiyafet magazasi","cansiz","kiyafet","tisort","tekstil malzemesi","pamuk","sogukta usumeyi engellemek icin kullanilir","insanlar","beyaz  gri  siyah","tisort benzeri","100 cm3","100 gr","beyaz  gri  siyah","","","","","","","","","","",atlet
"dogada","canli","element","element  bilesik madde","cekirdek  sivi","","yapitasi olusturmak","kimyacilar  deneyciler","","yuvarlak","0 01 cm3","0 01 gr ","renksiz","","","","","","","","","","",atom
"her yerde","cansiz","element","madde","elektron  proton","","maddeleri olusturmak","","kucuk  bolunemez","","","","","","","","","","","","","","",atom
"","cansiz","","","notron  elektron","","aydinlatmak","insan","parlak","cember","","","beyaz","","","","","","","","","","",atom
"madde","cansiz","madde","atom","proton elektron notron","","var olma durumunu saglamak","","kucuk","yuvarlak","","","","","","","","","","","","","",atom
"her seyde","cansiz","madde","atom","elektron  notron  proton","","her maddenin en kucuk yapitasidir","bilim insani","bolunemez","yuvarlak","","","","","","","","","","","","","",atom
"Ormanlarda ","canli","","tufek  kapan","oldurucu alet","","Kus  geyik vs avlanmaya","insanlar","","degisken","degisken","degisken","","","","","","","","","","","",av
"orman  dag","canli","spor","agac  hayvan","","hucre","beslenmek","avci","kallavi  iri","","50 cm3","50 kg","","","","","","","","","","","",av
"","cansiz","","","","","hayvan yakalamak","insan","","oval","","","","","","","","","","","","","",av
"orman","canli","hayvan","cali agac","organlar","protein su","yakalayanin karnini doyurmak","avci","zayif korkak","","2 m3","50 kg","","","","","","","","","","","",av
"orman","canli","avlanma sporu","avci","kemik","","avcilik sporunda avcilara hedef","avci","guzel","","5 m3","150 kg","yesil  kahverengi","","","","","","","","","","",av
"evde","cansiz","esya","tavan","elektrik kablolari","plastik  agac  cam","odayi aydinlatmaya","insanlar","suslu  tasli  sade","oval","4 m3","3 kg","her renk","","","","","","","","","","",avize
"ev  saray","cansiz","arac","lamba  samdan","lamba  samdan","metal  cam","aydinlatmak ","herkes","yeni  goz alici","","30 cm3","2 kg","","","","","","","","","","","",avize
"","cansiz","esya","lamba","","","","","","","","","","","","","","","","","","","",avize
"oda","cansiz","alet","tavan","ampul","metal","ampulleri tutmaya yarar","herkes","tutucu","ahtapot gibi","30 cm3","10 kg","kahverengi","","","","","","","","","","",avize
"ev tavani","cansiz","aydinlatma","ampul","cam  plastik","kum","lambalarin daha cok goze guzel gelmesini saglar","isiklandirma saticisi  yapi market","pahali  buyuk","yuvarlak  kare  dikdortgen","500 cm3","5 kg","beyaz  sari","","","","","","","","","","",avize
"insan ve hayvan vucudunda ","canli","insan; hayvan","bilek ","kan","damarlar  kaslar  kikirdaklar","ayakta durmaya","insanlar  hayvanlar","uzun  kisa","dikdortgen","45 cm3","2 kg","ten rengi","","","","","","","","","","",ayak
"insan","cansiz","uzuv","corap  ayakkabi","damar  tirnak","hucre","basinc uygulamak","herkes","carpik  buyuk","palet","25 cm3","1 kg","","","","","","","","","","","",ayak
"","cansiz","","","kumas  deri","","","","","","","","","","","","","","","","","","",ayak
"vucut","canli","uzuv","corap","parmak damar","protein su","yurumeyi saglamak","herkes","pis kokulu","diktortgen prizma","","5 kg","ten rengi","","","","","","","","","","",ayak
"insan  hayvan","canli","organ","bacak  kol  govde","kemik  parmak","","yurumeyi saglar","insan  hayvan  bocek","kucuk  buyuk","dikdortgen","100 cm3","2 kg","ten rengi","","","","","","","","","","",ayak
