@RELATION	text2arff

@ATTRIBUTE	tanimi_nedir	STRING
@ATTRIBUTE	class	{acele_etmek,aciklamak,acilmak,acmak,affetmek,ag,agac,aglamak,akil_etmek,alay_etmek,alismak,almak,anlamak,anlatmak,anmak,araba_surmek,aramak,artmak,arzu_etmek,asik_olmak,asmak,atamak,ates_etmek,atlamak,atmak,ayaga_kalkmak,ayarlamak,ayirmak,ayrilmak,bagirmak,bagislamak,baglamak,bahsetmek,bakmak,balik_tutmak,banyo_yapmak,barismak,basarmak,baslamak,baslatmak,basmak,begenmek,beklemek,belgelemek,belirlemek,belirtmek,benzemek,bikmak,bildirmek,bilmek,binmek,bir_araya_gelmek,birakmak,bitirmek,bitmek,bolmek,borc_almak,borc_vermek,bozdurmak,bozmak,bulmak,bulunmak,bulusmak,buyumek,cagirmak,cagrida_bulunmak,calismak,calmak,can_almak,can_vermek,cani_sikilmak,canlandirmak,canlanmak,canta,carpismak,carpmak,catal,cati,cavdar,cay,cekmece,cekmek,cekyat,celik,cerceve,cereyan_etmek,cevap_vermek,cevaplandirmak,cevirmek,ceza_vermek,cezalandirmak,cicek,cikarmak,cikartma,cikmak,cikolata,cikrik,cimento,cini,civi,cizmek,cokelek,corap,cozmek,cuval,dagitmak,daire,dal,damga,dans_etmek,dantel,davam_etmek,davet_etmek,davranmak,degerlendirmek,degismek,degistirmek,demek,denemek,ders_calismak,desteklemek,deterjan,devam_etmek,dikkat_etmek,dile_getirmek,dilemek,dinlemek,dinlenmek,dogmak,dogrulamak,dokmek,dokunmak,dolasmak,donmek,dovmek,dua_etmek,durdurmak,durmak,dus_yapmak,dusmek,dusunmek,duvar,duymak,duzenlemek,eglenmek,ele_gecirmek,emekli_olmak,emretmek,endise_etmek,engel_olmak,engellemek,ertelemek,etkilemek,ev_tutmak,evlenme_teklif_etmek,evlenmek,ezberlemek,farketmek,farzetmek,feshetmek,fotokopi_cekmek,fren_yapmak,gec_kalmak,gecikmek,gecirmek,gecmek,gelismek,gelistirmek,gelmek,gerceklesmek,gerceklestirmek,gerekmek,geri_vermek,getirmek,gezmek,girmek,gitmek,giyinmek,giymek,gizlemek,gocmek,gondermek,gormek,gorunmek,gorusmek,gostermek,goturmek,goz_atmak,gozaltina_almak,gozden_gecirmek,gozukmek,grev_yapmak,gulmek,guzellesmek,haber_vermek,harcamak,hatirlamak,hatirlatmak,hazirlamak,hazirlanmak,heyecan_duymak,hissetmek,hosa_gitmek,hoslanmak,icmek,idare_etmek,iddia_etmek,ifade_vermek,ihrac_etmek,ihtiva_etmek,ikaz_etmek,ikna_etmek,ikram_etmek,ilan_etmek,ileri_surmek,ilerlemek,ilgilenmek,imkansiz,imtihan_etmek,imtihana_girmek,imzalamak,inanmak,incelemek,inmek,insaat_yapmak,iptal_etmek,isaret_etmek,isbirligi_yapmak,isgal_etmek,isinmak,isirmak,isitmak,isitmek,ismarlamak,israr_etmek,istemek,istifa_etmek,isyan_etmek,ithal_etmek,itiraz_etmek,itmek,izah_etmek,izin_almak,izin_vermek,izlemek,kabul_etmek,kacirmak,kacmak,kahvalti_etmek,kaldirmak,kalkmak,kalmak,kamp_yapmak,kanunlasmak,kapamak,kapanmak,kar_etmek,karar_vermek,karismak,karsi_cikmak,karsilamak,karsilastirmak,katilmak,kaybetmek,kaybolmak,kaydetmek,kaygilanmak,kayit_yaptirmak,kaynaklanmak,kaza_yapmak,kaza_yaptirmak,kazanmak,kesmek,kinamak,kirada_oturmak,kiralamak,kirmak,kizmak,koklamak,kokmak,kolaylamak,kolaylasmak,kontrol_etmek,konusmak,korkmak,korumak,kosmak,kovmak,koymak,kullanmak,kurmak,kurtarmak,kuskulanmak,kutlamak,kuvvetlenmek,lazim_olmak,mahvetmek,mecbur_olmak,memnun_kalmak,memnun_olmak,merak_etmek,mesgul_olmak,meshur_olmak,meydana_cikmak,meydana_gelmek,mezun_olmak,monte_etmek,mudafaa_etmek,mudahale_etmek,munakasa_etmek,muracaat_etmek,musaade_etmek,neden_olmak,nefret_etmek,nezle_olmak,nitelendirmek,noktalamak,not_almak,not_etmek,not_tutmak,odemek,ogrenmek,ogretmek,okumak,oldurmek,olmak,olmek,olusmak,olusturmak,onaylamak,one_surmek,onem_vermek,onermek,ongormek,onlemek,opmek,ortadan_kaldirmak,ortaya_cikarmak,ortaya_koymak,oturmak,oy_vermek,oynamak,ozetlemek,ozlemek,ozur_dilemek,paniklemek,para_kazanmak,pazarlik_etmek,pisirmek,pisman_olmak,pismek,planlamak,postalamak,rahat_almak,rahatsiz_etmek,rastlamak,razi_olmak,reddetmek,rejim_yapmak,restore_etmek,rica_etmek,riske_girmek,riski_girmek,saglamak,saklamak,saldirmak,sanmak,sapmak,saptamak,sarki_soylemek,sarmak,sart,sasirmak,sasmak,satin_almak,satmak,savasmak,savunmak,saymak,selamlamak,sevinmek,sevmek,seyahat_etmek,seyretmek,siginmak,sikayet_etmek,sikilmak,sinava_girmek,sinirlamak,sohbet_etmek,sokmak,son_vermek,sona_ermek,soylemek,soz_vermek,spor_yapmak,suphe_etmek,surdurmek,surmek,takip_etmek,takmak,tanismak,tanistirmak,tasimak,tavsiye_etmek,teklif_etmek,tekrar_etmek,telefon_etmek,temas_etmek,temas_kurmak,temin_etmek,temizlemek,temsil_etmek,tercih_etmek,tercume_etmek,terfi_etmek,terlemek,tesekkur_etmek,tesir_etmek,teslim_etmek,tesvik_etmek,titremek,toplamak,toplanmak,tutmak,tutuklamak,ucmak,ugramak,ugrasmak,ulasmak,umit_etmek,ummak,unutmak,uretmek,usumek,uyanmak,uyarmak,uygulamak,uymak,uyumak,uzanmak,uzerinde_durmak,uzulmek,var_olmak,varmak,vazgecmek,vermek,vurmak,yagmak,yakalamak,yaklasmak,yakmak,yalanlamak,yanit_vermek,yanitlamak,yanitsiz_birakmak,yanmak,yapmak,yaratmak,yasaklamak,yasaklanmak,yasamak,yaslanmak,yatirmak,yatmak,yaymak,yazmak,yedirmek,yemek_yemek,yenmek,yer_almak,yer_vermek,yerine_getirmek,yetismek,yetistirmek,yikamak,yikmak,yol_acmak,yolculuk_yapmak,yollamak,yonetmek,yorulmak,yukselmek,yurumek,yurutmek,yuzmek,zahmet_etmek,zannetmek,zarar_etmek,ziyan_etmek,ziyaret_etmek,zorlamak,zorluk_cekmek,zorunda_olmak}

@DATA
"ir kimsenin ya da bir toplulugun verdigi yetkiyle) adina  yerine davranmak.",temsil_etmek
"secenekler arasindan karar kilmak",tercih_etmek
"bir seye oncelik vermek",tercih_etmek
"bir eylemi kendi isteginle secmek ",tercih_etmek
"bir dilden digerine anlasilir hale getirmesi",tercume_etmek
"baska bir dile cevirmek",tercume_etmek
"ceviri yapmak ",tercume_etmek
"bir ust seviyeye gecmek",terfi_etmek
"bir ust kademeye cikmak",terfi_etmek
"is yerinde pozisyonunun degismesi ",terfi_etmek
"yag yakmak",terlemek
"deriden sivi gelmesi",terlemek
"insandan salgilanan bir hormon",terlemek
"bir durum karsisinda mutlulugunu ve minnetini ifade etmek",tesekkur_etmek
"memnuniyeti ifade etmek",tesekkur_etmek
"Yapilan bir iyilige veya herhangi bir harekete karsi duyulan mutlulugu ve gonul borcunu anlatma.",tesekkur_etmek
"bir karar sonucu etkilemek",tesir_etmek
"nufuz etmek",tesir_etmek
"etki etmek",tesir_etmek
"istenen yere ulastirmak",teslim_etmek
"bir baskasina vermek",teslim_etmek
"emanet edileni geri vermek ",teslim_etmek
"bir duruma olan inanci artirmak icin yureklendirmek",tesvik_etmek
"azmettirmek",tesvik_etmek
"bir olgunun yapilmasini saglamak",tesvik_etmek
"vucut tepkimesi",titremek
"seri bicimde sallanmak",titremek
"usurken verilen bir refleks",titremek
"matematiksel islem",toplamak
"bir araya getirmek",toplamak
"tek tek durumdaki seyleri bir araya getirmek.",toplamak
"bir araya getirmek birlestirmek",toplamak
"bir araya gelmek",toplanmak
"bir araya gelmek",toplanmak
"bir seyi saklamak",tutmak
"eline almak elde bulundurmak",tutmak
"hakli bir sebeple alikoymak",tutuklamak
"hapsetmek",tutuklamak
"gokyuzunde salinmak  ayaklarin yerden kesilmesi",ucmak
"havada yol  almak",ucmak
"bir yere giderken baska bir yerden gecip kisa sureligine duraksamak",ugramak
"kisa bir sureligine kalmak",ugramak
"bir sey icin caba gostermek",ugrasmak
"bir is uzerinde calismak",ugrasmak
"hedefe varmak",ulasmak
"bir yere varmak",ulasmak
"bir seyin olmasini ummak",umit_etmek
"bir seyin  olmasini ummak",umit_etmek
"bir seyi umit etmek",ummak
"bir seyin olacagini  sanmak",ummak
"bir seyi hatirlamamak",unutmak
"aklindan cikarmak",unutmak
"yeni bir seyler yaratmak",uretmek
"urun elde etmek cogaltmak",uretmek
"vucut isisinin dusmesi",usumek
"sogugu hissetmek",usumek
"uykudan kalkmak",uyanmak
"uykudan kalkmak",uyanmak
"bir sey icin ikazda bulunmak",uyarmak
"ikaz etmek",uyarmak
"bir seyi hayata gecirmek",uygulamak
"geregini yapmak",uygulamak
"bir seyin tam olmasi",uymak
"birseyin geregini yapmak",uymak
"gozlerini kapatarak dinlenmek",uyumak
"uyku durumunda olmak",uyumak
"dinlenmek icin bir yerde yata pozisyonda uyumadan durmak",uzanmak
"bir seye erismek",uzanmak
"ayrintisina onem gostermek",uzerinde_durmak
"bir ise onem vermek",uzerinde_durmak
"duygusal olarak negatif olmak",uzulmek
"mutsuz olmak",uzulmek
"fiziksel olarak bulunmak",var_olmak
"bulunmak  yasamak",var_olmak
"hedefe erisimde bulunmak",varmak
"bir yere ulasmak",varmak
"bir seyden caymak",vazgecmek
"bir seyi artik istememek",vazgecmek
"bir seyi baska birine ulastirmak",vermek
"bir seyi birisine ulastirmak",vermek
"el ile hizli bir itiste bulunmak",vurmak
"birseye  birine darbe indirmek",vurmak
"yogun bir sekilde akmak",yagmak
"gokten dusmek",yagmak
"tutmak  elde etmek",yakalamak
"kacan birseyi  ele gecirmek",yakalamak
"yakinlasmak",yaklasmak
"mesafeyi azaltmak",yaklasmak
"isiyla birlestirmek",yakmak
"atese vermek",yakmak
"dogrulugunu inkar etmek",yalanlamak
"inkar etmek",yalanlamak
"cevap vermek",yanit_vermek
"cevaplamak",yanit_vermek
"cevaplamak",yanitlamak
"cevaplamak",yanitlamak
"cevap vermemek",yanitsiz_birakmak
"cevaplamamak",yanitsiz_birakmak
"isiyla kul olmak",yanmak
"tutusmak",yanmak
"eylemek",yapmak
"bir isle ugrasmak olusturmak",yapmak
"var olmayan birseyi ortaya koymak",yaratmak
"olmayan bir seyi var etmek",yaratmak
"bir eylemin yapilmasina engel olmak",yasaklamak
"bir seyin yapilmasini soylenmesini sonucunda yaptirim uygulayarak engellemek",yasaklamak
"yapilmasinin kabul gormedigi eylemler icin kullanilir",yasaklanmak
"bir seyin gerceklesmesine izin verilmemesi",yasaklanmak
"hayat surmek  yer yuzunde vakit gecirmek",yasamak
"yasam fonksiyonlarinin devam etmesi  hayatta kalmak",yasamak
"zihinsel olarak ve fiziksel olarak yorulmak  ",yaslanmak
"bir canlinin uzun suredir hayatini devam ettirmesi",yaslanmak
"kazanc icin gelirinin bir kismini ayirmak  bir cismi bir yerin yuzeyine yerlestirmek  koymak",yatirmak
"odeme yapmak",yatirmak
"uyumak  dinlenmek",yatmak
"yatay pozisyona gecmek",yatmak
"birseyleri serpistirmek  gelisiguzel sacmak",yaymak
"bir seyin daha fazla kisi tarafindan bilinmesini saglamak",yaymak
"bir cisim ile iletisim icin isaretlemeler yapmak",yazmak
"kalem ya da klavye araciligi ile sozlerin karakterlerle ifade edilmesi",yazmak
"yeme eyleminin gerceklesmesi icin birine yardim etmek",yedirmek
"bir baskasinin yemesini saglamak",yedirmek
"fozyolojik olarak vucudun ihtiyac duydugu enerjiyi oral yolla almak",yemek_yemek
"hayati fonksiyonlarin devam edebilmesi icin vucuda besin alinmasi",yemek_yemek
"maglup etmek",yenmek
"bir durumda baskasindan ustun konuma gelmek  kazanmak",yenmek
"bir olayin veya olusumun icinde bulunmak",yer_almak
"bir ortama dahil olmak  fiziksel olarak bulunmak",yer_almak
"nezaketen birine oturudugu yeri sunmak",yer_vermek
"bir konuyu kisiyi bir seye dahil etmek",yer_vermek
"uygulamak",yerine_getirmek
"bir gorevi basariyla tamamlamak",yerine_getirmek
"vakitlice bir yerde olabilmek  kisisel ve fiziksel olarak buyumek",yetismek
"zaman kisiti olan bir seyi zamanindan once yapmak ya da bulunmak  yakalamak",yetismek
"bir seyin fizyolojik veya mental olarak gelismesini saglamak",yetistirmek
"bir canlinin gelismesini buyumesini saglamak",yetistirmek
"bir canlinin gelismesini buyumesini saglamak",yetistirmek
"temizlemek",yikamak
"bir seyi su yardimiyla temizlemek",yikamak
"kirmak  yerle bir etmek  zarar vermek",yikmak
"duz ya da dik duran bir nesneyi guc kullanarak dusurmek  kullanilmaz hale getirmek",yikmak
"sebep olmak",yol_acmak
"bir seye sebep olmak",yol_acmak
"seyahat etmek",yolculuk_yapmak
"bir tasit yardimiyla bir yerden baska bir yere gitmek",yolculuk_yapmak
"bir nesneyi bir yerden digerine gondermek",yollamak
"bir seyin bir yerden bir yere gitmesini saglamak",yollamak
"sorumlu olmak  idare etmek",yonetmek
"bir kisi ya da kisileri belli bir amac icin yonlendirmek ya da liderlik etmek",yonetmek
"is yukunden dolayi mental ya da fiziksel gerilik durumu",yorulmak
"yapilan bir isten ya da hareketten bedenin dayanma gucunun azalmasi ya da bitmesi",yorulmak
"daha iyi bir duruma gelmek  yerden uzaklasmak",yukselmek
"bulunulan yerden yukari dogru hareket etmek",yukselmek
"ulasim icin yaya olarak bir yerden bir yere gitmek",yurumek
"bacak ve ayaklar kullanilarak yavas tempoda bir yerden bir yere gitmek ya da konum degistirmek",yurumek
"birinin bir yere gidebilmesini saglamak  bir isin meydana getirilmesi",yurutmek
"bir kisinin ya da isin yurumesini ya da ilerlemesini saglamak",yurutmek
"su uzerinde seyir etmek",yuzmek
"su icerisinde ya da yuzeyinde kol ve bacak hareketleriyle yol almak",yuzmek
"ugrasmak  nezaket gostermek",zahmet_etmek
"bir isi yapmak icin ekstra efor sarf etmek  kendini o isi yapmak icin zorlamak",zahmet_etmek
"aksini dusunmek  net kavrayamamak",zannetmek
"bir durumun oldugundan farkli bir sekilde sonuclandigini ya da oldugunu dusunmek",zannetmek
"ekonomik olarak yara almak",zarar_etmek
"bulunulan konumdan statuden daha asagi duruma dusmek ya da kayip yasamak",zarar_etmek
"heba etmek  bir seyi vaktinden once kullanamayip ondan gerekli faydalanmayi saglayamamak",ziyan_etmek
"bir seyi ya da durumu daha faydali sekilde kullanabilecekken bosa cikarmak  olabileceginden daha kotu sekilde degerlendirmek",ziyan_etmek
"insanlari yasadiklari yerde ya da mintiklarinda gormeye gitmek",ziyaret_etmek
"fiziksel olarak ayni ortamda bulunulmayan birinin bulundugu konuma gitmek",ziyaret_etmek
"potansiyelini asmak",zorlamak
"birine bir seyi istegi disinda yaptirmak ya da yapmasi icin baski yapmak",zorlamak
"sikinti yasamak  guclukler ile ugrasmak",zorluk_cekmek
"bir seyi kolay yoldan yapamamak  fiziksel ya da dusunsel olarak guclu hissetmemek",zorluk_cekmek
"caresizce birseyi yapmak  alternatif baska bir opsiyonun olmamasi durumu",zorunda_olmak
"bir seyi kendi istegi sorulmaksizin kurallar geregi yapmak ya da yapmamak",zorunda_olmak
